,WeekID,Week Position,Song,Performer,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,Clean Lyrics,hiphop,pop,country,rock,rnb,metal,dance,rap
0,2019-05-25,3,Sucker,Jonas Brothers,SuckerJonas Brothers,1,4.0,1,11,We go together Better than birds of a feather you and me We change the weather yeah Im feeling heat in December when youre round me  Ive been dancing on top of cars and stumbling out of bars I follow you through the dark cant get enough Youre the medicine and the pain the tattoo inside my brain And baby you know its obvious  Im a sucker for you You say the word and Ill go anywhere blindly Im a sucker for you yeah Any road you take you know that youll find me  Im a sucker for all the subliminal things No one knows about you about you about you about you And youre making the typical me break my typical rules Its true Im a sucker for you yeah  Dont complicate it yeah Cause I know you and you know everything about me I cant remember yeah All of the nights I dont remember when youre round me oh yeah yeah  Ive been dancing on top of cars and stumbling out of bars I follow you through the dark cant get enough Youre the medicine and the pain the tattoo inside my brain And baby you know its obvious  Im a sucker for you You say the word and Ill go anywhere blindly Im a sucker for you yeah Any road you take you know that youll find me  Im a sucker for all the subliminal things No one knows about you about you about you about you And youre making the typical me break my typical rules Its true Im a sucker for you yeah  Im a sucker for you Ive been dancing on top of cars and stumbling out of bars I follow you through the dark cant get enough Youre the medicine and the pain the tattoo inside my brain And baby you know its obvious  Im a sucker for you yeah You say the word and Ill go anywhere blindly Im a sucker for you yeah Any road you take you know that youll find me  Im a sucker for all the subliminal things No one knows about you about you about you about you And youre making the typical me break my typical rules Its true Im a sucker for you Im a sucker for you,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1,2016-05-21,10,Love Yourself,Justin Bieber,Love YourselfJustin Bieber,1,15.0,1,25,For all the times that you rained on my parade And all the clubs you get in using my name You think you broke my heart oh girl for goodness sake You think Im crying on my own well I aint  And I didnt wanna write a song cause I didnt want anyone thinking I still care I dont but you still hit my phone up And baby I be movin on and I think you should be somethin I dont wanna hold back maybe you should know that  My mama dont like you and she likes everyone And I never like to admit that I was wrong And Ive been so caught up in my job didnt see whats going on But now I know Im better sleeping on my own  Cause if you like the way you look that much Oh baby you should go and love yourself And if you think that Im still holdin on to somethin You should go and love yourself  But when you told me that you hated my friends The only problem was with you and not them And every time you told me my opinion was wrong And tried to make me forget where I came from  And I didnt wanna write a song cause I didnt want anyone thinking I still care I dont but you still hit my phone up And baby I be movin on and I think you should be somethin I dont wanna hold back maybe you should know that  My mama dont like you and she likes everyone And I never like to admit that I was wrong And Ive been so caught up in my job didnt see whats going on But now I know Im better sleeping on my own  Cause if you like the way you look that much Oh baby you should go and love yourself And if you think that Im still holdin on to somethin You should go and love yourself  For all the times that you made me feel small I fell in love now I feel nothin at all Had never felt so low when I was vulnerable Was I a fool to let you break down my walls  Cause if you like the way you look that much Oh baby you should go and love yourself And if you think that Im still holdin on to somethin You should go and love yourself  Cause if you like the way you look that much Oh baby you should go and love yourself And if you think that Im still holdin on to somethin You should go and love yourself,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2,2014-07-05,10,Happy,Pharrell Williams,HappyPharrell Williams,1,8.0,1,25,It might seem crazy what Im bout to say Sunshine shes here you can take a break Im a hot air balloon that could go to space With the air like I dont care baby by the way  Huh Because Im happy Clap along if you feel like a room without a roof Because Im happy Clap along if you feel like happiness is the truth Because Im happy Clap along if you know what happiness is to you Because Im happy Clap along if you feel like thats what you wanna do  Here come bad news talkin this and that Yeah Well give me all you got and dont hold it back Yeah Well I should probably warn you Ill be just fine Yeah No offense to you dont waste your time Heres why  Because Im happy Clap along if you feel like a room without a roof Because Im happy Clap along if you feel like happiness is the truth Because Im happy Clap along if you know what happiness is to you Because Im happy Clap along if you feel like thats what you wanna do Hey come on  Uh Happy Bring me down cant nothin Happy Bring me down the love is too high Uh say what Huh Happy To bring me down cant nothin Huh Happy Bring me down I said Let me tell you now  Happy happy happy happy Bring me down cant nothin Happy happy happy happy Bring me down the love is too high Happy happy happy happy To bring me down cant nothin Happy happy Bring me down I said  Because Im happy Clap along if you feel like a room without a roof Because Im happy Clap along if you feel like happiness is the truth Because Im happy Clap along if you know what happiness is to you Because Im happy Clap along if you feel like thats what you wanna do  Because Im happy Clap along if you feel like a room without a roof Because Im happy Clap along if you feel like happiness is the truth Because Im happy Clap along if you know what happiness is to you Because Im happy Clap along if you feel like thats what you wanna do yeah Hey come on  Uh Happy happy happy happy Bring me down cant nothin Happy happy happy happy Bring me down the love is too high Happy happy happy happy To bring me down cant nothin Happy happy Bring me down I said  Because Im happy Clap along if you feel like a room without a roof Because Im happy Clap along if you feel like happiness is the truth Because Im happy Clap along if you know what happiness is to you ay ay ay Because Im happy Clap along if you feel like thats what you want to do  Because Im happy Clap along if you feel like a room without a roof Because Im happy Clap along if you feel like happiness is the truth Because Im happy Clap along if you know what happiness is to you hey hey Because Im happy Clap along if you feel like thats what you wanna do Huh come on,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3,2011-01-22,9,Just The Way You Are,Bruno Mars,Just The Way You AreBruno Mars,1,9.0,1,25,Oh her eyes her eyes make the stars look like theyre not shinin Her hair her hair falls perfectly without her tryin Shes so beautiful And I tell her every day  Yeah I know I know when I compliment her she wont believe me And its so its so sad to think that she dont see what I see But every time she asks me Do I look okay I say  When I see your face Theres not a thing that I would change Cause youre amazing just the way you are And when you smile The whole world stops and stares for awhile Cause girl youre amazing just the way you are  Yeah her lips her lips I could kiss them all day if shed let me Her laugh her laugh she hates but I think its so sexy Shes so beautiful And I tell her every day  Oh you know you know you know Id never ask you to change If perfects what youre searching for then just stay the same So dont even bother asking if you look okay You know Ill say  When I see your face Theres not a thing that I would change Cause youre amazing just the way you are And when you smile The whole world stops and stares for awhile Cause girl youre amazing just the way you are  The way you are The way you are Girl youre amazing just the way you are  When I see your face Theres not a thing that I would change Cause youre amazing just the way you are And when you smile The whole world stops and stares for awhile Cause girl youre amazing just the way you are yeah,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2011-04-02,9,Grenade,Bruno Mars,GrenadeBruno Mars,1,7.0,1,25,Easy come easy go thats just how you live Oh take take take it all but you never give Shouldve known you was trouble from the first kiss Had your eyes wide open why were they open  Gave you all I had and you tossed it in the trash You tossed it in the trash you did To give me all your love is all I ever asked Cause what you dont understand is  Id catch a grenade for ya yeah yeah yeah Throw my hand on a blade for ya yeah yeah yeah Id jump in front of a train for ya yeah yeah yeah You know Id do anything for ya yeah yeah yeah  Oh I would go through all this pain Take a bullet straight through my brain Yes I would die for you baby But you wont do the same  No no no no  Black black black and blue beat me till Im numb Tell the devil I said hey when you get back to where youre from Mad woman bad woman thats just what you are Yeah youll smile in my face then rip the brakes out my car  Gave you all I had and you tossed it in the trash You tossed it in the trash yes you did To give me all your love is all I ever asked Cause what you dont understand is  Id catch a grenade for ya yeah yeah yeah Throw my hand on a blade for ya yeah yeah yeah Id jump in front of a train for ya yeah yeah yeah You know Id do anything for ya yeah yeah yeah  Oh I would go through all this pain Take a bullet straight through my brain Yes I would die for ya baby But you wont do the same  If my body was on fire Ooh youd watch me burn down in flames You said you loved me youre a liar Cause you never ever ever did baby  But darling Id still catch a grenade for ya yeah yeah yeah Throw my hand on a blade for ya yeah yeah yeah Id jump in front of a train for ya yeah yeah yeah You know Id do anything for ya yeah yeah yeah  Oh I would go through all this pain Take a bullet straight through my brain Yes I would die for you baby But you wont do the same  No you wont do the same You wouldnt do the same Ooh you never do the same No no no no,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2016-10-22,33,Panda,Desiigner,PandaDesiigner,1,28.0,1,33,This what they all been waiting for I guess so They been waiting for this shit for a long time didnt they Imma give it everything I got Ayo Dougie park that X6 around the corner Aye Im just feeling my vibe right now Im feeling myself  Panda panda Panda panda panda panda panda  I got broads in Atlanta Twisting dope lean and the Fanta Credit cards and the scammers Hitting off licks in the bando  Black X6 Phantom White X6 looks like a panda Going out like Im Montana Hundred killers hundred hammers  Black X6 Phantom White X6 panda Pockets swole Danny Selling bar candy  Man Im the macho like Randy The choppa go Oscar for Grammy Bitch nigga pull up ya panty Hope you killas understand me  I got broads in Atlanta Twisting dope lean and the Fanta Credit cards and the scammers Hitting off licks in the bando  Black X6 Phantom White X6 looks like a panda Going out like Im Montana Hundred killers hundred hammers  Black X6 Phantom White X6 panda Pockets swole Danny Selling bar candy  Man Im the macho like Randy The choppa go Oscar for Grammy Bitch nigga pull up ya panty Hope you killas understand me  Hey Panda panda Panda panda panda panda panda panda panda panda  I got broads in Atlanta Twisting dope lean and shit sipping Fanta Credit cards and the scammers Wake up Versace shit life Desiigner  Whole buncha lavish shit They be asking round town who be clappin shit I pullin up stuff in the Phantom ship I got plenty of stuff of Bugatti whip look how I drive this shit  Black X6 Phantom White X6 killing on camera Pop a Perc I cant stand up Gorilla they come and kill you with bananas  Four fillas they finna pull up in the Phantom Know niggas they come and kill you on the camera Big Rollie it dancing bigger than a Pandie Go Oscar for Grammy bitch pull up your panty  Fill up Imma flip it I got bitches pull up and they get it I got niggas thats counting for digits Say you make you a lot of new money  Know some killers pull off and they in the Wraith CTDpull up in the killer Bape Call up PhillipPhillip gon fill the bank niggas up in the bank We gon drill the bank fuck we gon kill the bank get it  I got broads yeah I get it I get cards yea I shitted this how I live it Did it all for a ticket Now Flex drop bombs when he spin it And Bobby gon trend it  Jeff The Don doing business Zana Ray fucking up shit and she doin her business I be getting to the chicken Counting to the chicken And all of my niggas gon split it  Panda panda Panda panda panda panda panda  I got broads in Atlanta Twisting dope lean and the Fanta Credit cards and the scammers Hitting off licks in the bando  Black X6 Phantom White X6 looks like a panda Going out like Im Montana Hundred killers hundred hammers  Black X6 Phantom White X6 panda Pockets swole Danny Selling bar candy  Man Im the macho like Randy The choppa go Oscar for Grammy Bitch nigga pull up ya panty Hope you killas understand me  I got broads in Atlanta Twisting dope lean and the Fanta Credit cards and the scammers Hitting off licks in the bando  Black X6 Phantom White X6 looks like a panda Going out like Im Montana Hundred killers hundred hammers  Black X6 Phantom White X6 panda Pockets swole Danny Selling bar candy  Man Im the macho like Randy The choppa go Oscar for Grammy Bitch nigga pull up ya panty Hope you killas understand me  Panda panda Panda panda panda panda panda panda panda panda,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2012-04-28,33,Sexy And I Know It,LMFAO,Sexy And I Know ItLMFAO,1,28.0,1,33,Yeah yeah When I walk on by girls be looking like Damn he fly I pay to the beat walking down the street in my new Le Freak yeah This is how I roll animal print pants outta control Its Redfoo with the big afro And like Bruce Leroy I got the glow  Girl look at that body Girl look at that body Girl look at that body I work out  Girl look at that body Girl look at that body Girl look at that body I work out  When I walk in the spot this is what I see Everybody stops and they staring at me I got a passion in my pants and I aint afraid to show it Show it show it show it  Im sexy and I know it Im sexy and I know it yo  When Im at the mall security just cant fight them off And when Im at the beach Im in a Speedo trying to tan my cheeks what This is how I roll come on ladies its time to go We headed to the bar baby dont be nervous No shoes no shirt and I still get service what  Girl look at that body Girl look at that body Girl look at that body I work out  Girl look at that body Girl look at that body Girl look at that body I work out  When I walk in the spot this is what I see Everybody stops and they staring at me I got a passion in my pants and I aint afraid to show it Show it show it show it  Im sexy and I know it hey Im sexy and I know it Check it out Check it out  Wiggle wiggle wiggle wiggle wiggle yeah  Wiggle wiggle wiggle wiggle wiggle yeah  Wiggle wiggle wiggle wiggle wiggle yeah  Wiggle wiggle wiggle wiggle yeah yeah   Do the wiggle man I do the wiggle man yeah Im sexy and I know it Hey yeah  Girl look at that body Girl look at that body Girl look at that body I work out  Girl look at that body Girl look at that body Girl look at that body I work out  Im sexy and I know it,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
7,2018-03-03,33,Bodak Yellow (Money Moves),Cardi B,Bodak Yellow (Money Moves)Cardi B,1,25.0,1,33,KSR ooh Hah its Cardi ay Said Im the shit wanna fuck with me if they wanted to Umm damn  Said Lil bitch you cant fuck with me if you wanted to ooh These expensive these is red bottoms these is bloody shoes ooh Hit the store I can get em both I dont wanna choose bah And Im quick cut a nigga off so dont get comfortable look ooh  I dont dance now I make money moves wave ay Say I dont gotta dance I make money move ooh ooh If I see you and I dont speak that means I dont fuck with you ah Im a boss you a worker bitch I make bloody moves bags  Now she say she gon do what to who Lets find out and see Cardi B you know where Im at you know where I be ooh ooh You in the club just to party Im there I get paid a fee bah I be in and out them banks so much I know theyre tired of me ooh Honestly dont give a fuck bout who aint fond of me who Dropped two mixtapes in six months What bitch working as hard as me ooh I dont bother with these hoes Dont let these hoes bother me yeah They see pictures they say Goals Bitch Im who they tryna be blah Look I might just chill in some BAPE ooh I might just chill with your boo I might just feel on your babe my pussy feel like a lake He wanna swim with his face Im like Okay okay Ill let him did what he want he buy me Yves Saint Laurent yeah And the new whip when I go fast as a horse I got the trunk in the front vroom Im the hottest in the street know you prolly heard of me Got a bag and fixed my teeth hope you hoes know it aint cheap And I pay my mama bills I aint got no time to chill Think these hoes be mad at me their baby father want a feel ooh  Said Lil bitch you cant fuck with me if you wanted to ooh These expensive these is red bottoms these is bloody shoes ooh Hit the store I can get em both I dont wanna choose bah And Im quick cut a nigga off so dont get comfortable look ooh  I dont dance now I make money moves wave ay Say I dont gotta dance I make money move ooh ooh If I see you and I dont speak that means I dont fuck with you ah Im a boss you a worker bitch I make bloody moves bags bags  If you a pussy you get popped popped popped You a groupie you a opp opp blah Dont you come around my way yeah You cant hang around my block nope And I just checked my accounts Turns out Im rich Im rich Im rich Im rich I put my hand above my hip I bet you dip he dip she dip grrrah I say I get the money and go yeah This shit is hot like a stove ooh My pussy glitter as gold tell that lil bitch play her role ah ah I just arove in a Rolls oh I just came up in a Wraith yeah I need to fill up the tank no I need to fill up the safe ooh I need to let all these hoes know that none of their niggas is safe I go to dinner and steak blah yeah Only the real can relate yeah I used to live in the Ps ooh ooh Now its a crib with a gate ah Rollie got charms look like Frosted Flakes bling I had to let these bitches know yeah Just in case these hoes forgot oh I just run and check the mail another check from Mona Scott oh  Said Lil bitch you cant fuck with me if you wanted to ooh These expensive these is red bottoms these is bloody shoes ooh Hit the store I can get em both I dont wanna choose bah And Im quick cut a nigga off so dont get comfortable look ooh  I dont dance now I make money moves wave ay Say I dont gotta dance I make money move ooh ooh If I see you and I dont speak that means I dont fuck with you ah Im a boss you a worker bitch I make bloody moves bags,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2018-10-06,7,I Like It,"Cardi B, Bad Bunny & J Balvin","I Like ItCardi B, Bad Bunny & J Balvin",1,6.0,1,25,Yeah baby I like it like that You gotta believe me when I tell you I said I like it like that You gotta believe me when I tell you I said I like it like  Now I like dollars I like diamonds I like stunting I like shining I like million dollar deals Wheres my pen Bitch Im signin  I like those Balenciagas The ones that look like socks I like going to the jeweler I put rocks all in my watch  I like texts from my exes When they want a second chance I like proving niggas wrong I do what they say I cant  They call me Cardi Bardi banging body Spicy mami hot tamale Hotter than a Somali fur coat Ferrari Hop out the stu jump in the coupe the coupe They trippin on top of the roof Flexing on bitches as hard as I can Eating halal driving the Lam Told that bitch Im sorry though Bout my coins like Mario Mario Yeah they call me Cardi B I run this shit like cardio Oh damn  Diamond district in the jag I said I like it like that Certified know Im gang gang gang gang I said I like it like Drop the top and blow the brains I said I like it like that Oh hes so handsome whats his name Yeah I said I like it  Oh I need the dollars I said I like it like that Beat it up like piñatas I said I like it like Tell the driver close the curtains I said I like it like that Bad bitch make him nervous I said I like it  Chambean chambean pero no jalan jalan Tú compras toa las Jordan bobo a mí me las regalan jejeje I spend in the club wuh what you have in the bank yeh This is the new religion bang en latino gang gang yeh Trato de hacer dieta yeh pero es que en el closet tengo mucha grasa wuh Ya mude la Gucci pa dentro de casa yeh wuh Cabrón a ti no te conocen ni en Plaza no El Diablo me llama pero Jesucristo me abraza Guerrero como Eddie que viva la raza yeh Me gustan boricuas me gustan cubanas rrr Me gusta el acento de las colombianas qué hubo pues Como mueve el culo la dominicana qué lo que Lo rico que me chingan las venezolanas woo Andamos activos Perico Pin Pin woo Billetes de cien en el maletín ching Que retumbe el bajo Bobby Valentin yeh boo Aquí es prohibido amar diles Charytín Que pal picor les tengo Claritin Yo llego a la disco y se forma el motín rrr  Diamond district in the jag I said I like it like that Certified know Im gang gang gang gang I said I like it like Drop the top and blow the brains I said I like it like that Oh hes so handsome whats his name Yeah I said I like it  Oh I need the dollars I said I like it like that Beat it up like piñatas I said I like it like Tell the driver close the curtains I said I like it like that Bad bitch make him nervous I said I like it  Como Celia Cruz tengo el azúcar azúca Tu jeva me vio y se fue de pecho como Jimmy Snuka ah Te vamos a tumbar la peluca Y arranca pal carajo cabrón que a ti no te voa pasar la hookah hookah hookah Mis tenis Balenciaga me reciben en la entrada woo Papapaparazzi like Im Lady Gaga woo Y no te me hagas ey Que en cover de Billboard tú has visto mi cara ey No salgo de tu mente Donde quieras que viajes has escuchado Mi Gente Yo no soy high high soy como el Testarossa rossa Yo soy el que se la vive y también el que la goza goza goza Es la cosa mami es la cosa cosa cosa El que mira sufre y el que toca goza goza goza  I said I like it like that I said I like it like that rrr I said I like it like that woo I said I like it like that  Diamond district in the jag I said I like it like that Certified you know Im gang I said I like it Drop the top and blow the brains I said I like it like that Oh hes so handsome whats his name I said I like it,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2016-02-06,32,Can't Feel My Face,The Weeknd,Can't Feel My FaceThe Weeknd,1,27.0,1,33,And I know shell be the death of me at least well both be numb And shell always get the best of me the worst is yet to come But at least well both be beautiful and stay forever young This I know yeah this I know  She told me Dont worry about it She told me Dont worry no more We both know we cant go without it She told me youll never be alone oh oh woo  I cant feel my face when Im with you But I love it but I love it oh I cant feel my face when Im with you But I love it but I love it oh  And I know shell be the death of me at least well both be numb And shell always get the best of me the worst is yet to come All the misery was necessary when were deep in love This I know this I know girl I know  She told me Dont worry about it She told me Dont worry no more We both know we cant go without it She told me youll never be alone oh oh woo  I cant feel my face when Im with you But I love it but I love it oh I cant feel my face when Im with you But I love it but I love it oh  I cant feel my face when Im with you But I love it but I love it but I love it but I love it oh I cant feel my face when Im with you But I love it but I love it but I love it but I love it oh  She told me Dont worry about it She told me Dont worry no more We both know we cant go without it She told me youll never be alone oh oh woo  I cant feel my face when Im with you But I love it but I love it but I love it oh I love it oh I cant feel my face when Im with you But I love it but I love it but I love it but I love it oh  I cant feel my face when Im with you But I love it but I love it but I love it but I love it oh I cant feel my face when Im with you But I love it when Im with you but I love it when Im with you oh  I cant feel my face Hey,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
